ItemId	ItemType	OrbColor	OrbGroup	ItemTier	ItemName	ItemDesc	Icon	SkillId	SaveSkillNote	ItemMagic	Tags[1]	Tags[2]	Tags[3]	UnlockProgressionNodeId
152	1	3	38	4	Frostbite Leap IV	Freezes enemies in a large area centered on the character's current position. Deals Shatter DMG when frozen enemies take damage. Shatter DMG <color=#67ef8a>=45.</color>\n-Passive: Yellow Orb drop rate <color=#67ef8a>+25%.</color>	Assets/Product/Texture/Image/IconSkill/R2Hakamahuang1.png	502950	503005	505834	Signal Orb	Control		
153	2			1	Froggie Plushie	Basic Attack DMG Bonus<Icon=IconBasicAttackDmg|39|39/> <color=#67ef8a>+30%</color>\nDodge<Icon=IconDodgeRate|39|39/> <color=#ff4b5a>-2%</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon3.png			746902	Item	Damage Output		
154	2			1	Froggie Keychain	Basic Attack DMG Bonus<Icon=IconBasicAttackDmg|39|39/> <color=#67ef8a>+20%</color>\nAttack Speed Bonus<Icon=IconBasicAttackSpeedRate|39|39/> <color=#67ef8a>+8%</color>\nMax HP<Icon=IconMaxHP|39|39/> <color=#ff4b5a>-3</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon47.png			746905	Item	Damage Output		
155	2			1	Kids' Cutlery	Signal Orb DMG Bonus<Icon=IconSignalOrbsDmg|39|39/> <color=#67ef8a>+18%</color>\nDodge<Icon=IconDodgeRate|39|39/> <color=#ff4b5a>-1%</color>\nSpeed<Icon=IconMoveSpeed|39|39/> <color=#ff4b5a>-1%</color>\n<color=#8b93e4>—"I'll have the kids' meal"</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon79.png			746909	Item	Damage Output		
156	2			1	Toy Crossbow	Signal Orb DMG Bonus<Icon=IconSignalOrbsDmg|39|39/> <color=#67ef8a>+12%</color>\nAttack Speed Bonus<Icon=IconBasicAttackSpeedRate|39|39/> <color=#67ef8a>+8%</color>\nSprint Charge<Icon=IconDashLimitNum|39|39/> <color=#ff4b5a>-5%</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon4.png			746913	Item	Damage Output		
157	2			1	Light Sword of the Brave	Basic Attack DMG Bonus<Icon=IconBasicAttackDmg|39|39/> <color=#67ef8a>+20%</color>\nSignal Orb DMG Bonus<Icon=IconSignalOrbsDmg|39|39/> <color=#67ef8a>+12%</color>\nArmor<Icon=IconArmor|39|39/> <color=#ff4b5a>-1</color>\n<color=#8b93e4>—"Blade form"</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon84.png			746917	Item	Damage Output		
158	2			1	Orange juice	CRIT Rate<Icon=IconCritRate|39|39/> <color=#67ef8a>+6%</color>\nMax HP<Icon=IconMaxHP|39|39/> <color=#ff4b5a>-3</color>\n<color=#8b93e4>—"Serum container edition"</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon48.png			746921	Item	Damage Output		
159	2			1	Infinite Magazine	CRIT Rate<Icon=IconCritRate|39|39/> <color=#67ef8a>+4%</color>\nSignal Orb DMG Bonus<Icon=IconSignalOrbsDmg|39|39/> <color=#67ef8a>+12%</color>\nSpeed<Icon=IconMoveSpeed|39|39/> <color=#ff4b5a>-2.5%</color>\n<color=#8b93e4>—"For chronic reloaders"</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon33.png			746924	Item	Damage Output		
160	2			1	Take-a-Break Electrolyte	Luck<Icon=IconLuck|39|39/> <color=#67ef8a>+6</color>\nSprint Charge<Icon=IconDashLimitNum|39|39/> <color=#ff4b5a>-5%</color>\n<color=#8b93e4>—"Huh?"</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon136.png			746928	Item	Luck Up		
161	2			1	Pretzel Bread	Max HP<Icon=IconMaxHP|39|39/> <color=#67ef8a>+8</color>\nRange<Icon=IconBasicAttackRange|39|39/> <color=#ff4b5a>-1</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon64.png			746931	Item	Survivability		
162	2			1	Sweet Band-Aid	Max HP<Icon=IconMaxHP|39|39/> <color=#67ef8a>+5</color>\nArmor<Icon=IconArmor|39|39/> <color=#67ef8a>+1</color>\nBasic Attack DMG Bonus<Icon=IconBasicAttackDmg|39|39/> <color=#ff4b5a>-13%</color>\n<color=#8b93e4>—"More often worn for the aesthetic appeal"</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon51.png			746934	Item	Survivability		
163	2			1	Shark-sprite	Lifesteal Efficiency (Fever)<Icon=IconLifestealRate|39|39/> <color=#67ef8a>+1%</color>\nSignal Orb DMG Bonus<Icon=IconSignalOrbsDmg|39|39/> <color=#ff4b5a>-8%</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon73.png			746938	Item	Survivability		
164	2			1	Heartstring Pick	Dodge<Icon=IconDodgeRate|39|39/> <color=#67ef8a>+2%</color>\nLuck<Icon=IconLuck|39|39/> <color=#67ef8a>+4</color>\nAttack Speed Bonus<Icon=IconBasicAttackSpeedRate|39|39/> <color=#ff4b5a>-5%</color>\n<color=#8b93e4>—"Can't play a note yet, but I want to be the guitarist and lead vocalist"</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon138.png			746941	Item	Survivability	Luck Up	
165	2			1	Cat Ear Sofa	Max HP<Icon=IconMaxHP|39|39/> <color=#67ef8a>+8</color>\nSpeed<Icon=IconMoveSpeed|39|39/> <color=#ff4b5a>-2.5%</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon38.png			746945	Item	Survivability		
166	2			1	Cogs	Max HP<Icon=IconMaxHP|39|39/> <color=#67ef8a>+5</color>\nArmor<Icon=IconArmor|39|39/> <color=#67ef8a>+1</color>\nSprint Charge<Icon=IconDashLimitNum|39|39/> <color=#ff4b5a>-5%</color>\n<color=#8b93e4>—"Love love!"</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon60.png			746948	Item	Survivability		
167	2			1	1.5 Eggs	Armor<Icon=IconArmor|39|39/> <color=#67ef8a>+2</color>\nSpeed<Icon=IconMoveSpeed|39|39/> <color=#ff4b5a>-2.5%</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon59.png			746952	Item	Survivability		
168	2			1	A Dress	Dodge<Icon=IconDodgeRate|39|39/> <color=#67ef8a>+2%</color>\nMax HP<Icon=IconMaxHP|39|39/> <color=#ff4b5a>-3</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon26.png			746955	Item	Survivability		
169	2			1	Another Dress	Dodge<Icon=IconDodgeRate|39|39/> <color=#67ef8a>+3%</color>\nSpeed<Icon=IconMoveSpeed|39|39/> <color=#67ef8a>+4%</color>\nArmor<Icon=IconArmor|39|39/> <color=#ff4b5a>-1</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon27.png			746958	Item	Survivability		
170	2			1	Chocolate Raspberry Tart	Lifesteal Efficiency (Fever)<Icon=IconFeverLifestealRate|39|39/> <color=#67ef8a>+1%</color>\nArmor<Icon=IconArmor|39|39/> <color=#ff4b5a>-1</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon30.png			746962	Item	Survivability		
171	2			1	Deadpan Mask	Luck<Icon=IconLuck|39|39/> <color=#67ef8a>+6</color>\nBasic ATK DMG Bonus<Icon=IconBasicAttackDmg|39|39/> <color=#ff4b5a>-5%</color>\nSignal Orb DMG Bonus<Icon=IconSignalOrbsDmg|39|39/> <color=#ff4b5a>-3%</color>\n<color=#8b93e4>—"Let the ball begin!"</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon139.png			746965	Item	Luck Up		
172	2			1	Red Bean Paste	Basic Attack DMG Bonus<Icon=IconBasicAttackDmg|39|39/> <color=#67ef8a>+30%</color>\nSignal Orb DMG Bonus<Icon=IconSignalOrbsDmg|39|39/> <color=#ff4b5a>-8%</color>\n<color=#8b93e4>—"Red beans!"</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon69.png			746969	Item	Damage Output		
173	2			1	Dark	Signal Orb DMG Bonus<Icon=IconSignalOrbsDmg|39|39/> <color=#67ef8a>+18%</color>\nBasic Attack DMG Bonus<Icon=IconBasicAttackDmg|39|39/> <color=#ff4b5a>-13%</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon13.png			746972	Item	Damage Output		
174	2			1	Ground Delicacy	Signal Orb DMG Bonus<Icon=IconSignalOrbsDmg|39|39/> <color=#67ef8a>+12%</color>\nAttack Speed Bonus<Icon=IconBasicAttackSpeedRate|39|39/> <color=#67ef8a>+8%</color>\nCRIT Rate<Icon=IconCritRate|39|39/> <color=#ff4b5a>-3%</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon78.png			746975	Item	Damage Output		
175	2			1	Osmanthus Cake	CRIT Rate<Icon=IconCritRate|39|39/> <color=#67ef8a>+6%</color>\nAttack Speed Bonus<Icon=IconBasicAttackSpeedRate|39|39/> <color=#ff4b5a>-5%</color>\n<color=#8b93e4>—"Just pastry tied up with ribbons\nIt won't explode"</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon52.png			746979	Item	Damage Output		
176	2			1	Cleaning Set	Max HP<Icon=IconMaxHP|39|39/> <color=#67ef8a>+5</color>\nSignal Orb DMG Bonus<Icon=IconSignalOrbsDmg|39|39/> <color=#67ef8a>+12%</color>\nLuck<Icon=IconLuck|39|39/> <color=#ff4b5a>-3</color>\n<color=#8b93e4>—"A great helper for keeping the streets tidy"</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon40.png			746982	Item	Survivability	Damage Output	
177	2			2	Whipped Cream Puff	Attack Speed Bonus<Icon=IconBasicAttackSpeedRate|39|39/> <color=#67ef8a>+25%</color>\nKnockback<Icon=IconBasicAttackKnockback|39|39/> <color=#ff4b5a>-1</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon68.png			747600	Item	Damage Output		
178	2			2	Refreshing Watermelon Juice	Red Orb drop rate<Icon=IconRedOrbsAttackDropRate|39|39/> <color=#67ef8a>+20%</color>\nDodge<Icon=IconDodgeRate|39|39/> <color=#ff4b5a>-2%</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon55.png			747603	Item	Damage Output		
179	2			2	Strawberry Dorayaki	Red Orb drop rate<Icon=IconRedOrbsAttackDropRate|39|39/> <color=#67ef8a>+15%</color>\nSignal Orb DMG Bonus<Icon=IconSignalOrbsDmg|39|39/> <color=#67ef8a>+25%</color>\nMax HP<Icon=IconMaxHP|39|39/> <color=#ff4b5a>-4</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon75.png			747606	Item	Damage Output		
180	2			2	Empty Casing	CRIT Rate<Icon=IconCritRate|39|39/> <color=#67ef8a>+10%</color>\nSpeed<Icon=IconMoveSpeed|39|39/> <color=#ff4b5a>-3%</color>\n<color=#8b93e4>—"Filling in the stars"</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon32.png			747610	Item	Damage Output		
181	2			2	Shark Mosaic Tile	Range<Icon=IconBasicAttackRange|39|39/> <color=#67ef8a>+2</color>\nAttack Speed Bonus<Icon=IconBasicAttackSpeedRate|39|39/> <color=#67ef8a>+17.5%</color>\nArmor<Icon=IconArmor|39|39/> <color=#ff4b5a>-1</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon1.png			747613	Item	Damage Output		
182	2			2	Launch Stars	Range<Icon=IconBasicAttackRange|39|39/> <color=#67ef8a>+2</color>\nSignal Orb DMG Bonus<Icon=IconSignalOrbsDmg|39|39/> <color=#67ef8a>+25%</color>\nLuck<Icon=IconLuck|39|39/> <color=#ff4b5a>-3</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon41.png			747617	Item	Damage Output		
183	2			2	Handheld Bazooka	CRIT Rate<Icon=IconCritRate|39|39/> <color=#67ef8a>+7.5%</color>\nRange<Icon=IconBasicAttackRange|39|39/> <color=#67ef8a>+2</color>\nSpeed<Icon=IconMoveSpeed|39|39/> <color=#ff4b5a>-3%</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon86.png			747621	Item	Damage Output		
184	2			2	Love You Electric Guitar	Luck<Icon=IconLuck|39|39/> <color=#67ef8a>+15</color>\nLifesteal Efficiency (Fever)<Icon=IconLifestealRate|39|39/> <color=#ff4b5a>-1%</color>\n<color=#8b93e4>—"I've never once thought street performances were fun."</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon140.png			747625	Item	Luck Up		
185	2			2	Absolute Static Friction	Max HP<Icon=IconMaxHP|39|39/> <color=#67ef8a>+10</color>\nArmor<Icon=IconArmor|39|39/> <color=#67ef8a>+1</color>\nRed Orb drop rate<Icon=IconRedOrbsAttackDropRate|39|39/> <color=#ff4b5a>-5%</color>\n<color=#8b93e4>—"The power to split and merge matter... "</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon24.png			747628	Item	Survivability		
186	2			2	Berry Parfait	Yellow Orb drop rate<Icon=IconYellowOrbsAttackDropRate|39|39/> <color=#67ef8a>+12.5%</color>\nBlue Orb drop rate<Icon=IconBlueOrbsAttackDropRate|39|39/> <color=#67ef8a>+12.5%</color>\nRed Orb drop rate<Icon=IconRedOrbsAttackDropRate|39|39/> <color=#ff4b5a>-5%</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon72.png			747685	Item	Survivability		
187	2			2	Ice Shark	Knockback<Icon=IconBasicAttackKnockback|39|39/> <color=#67ef8a>+2</color>\nYellow Orb drop rate<Icon=IconYellowOrbsAttackDropRate|39|39/> <color=#67ef8a>+15%</color>\nBasic Attack DMG Bonus<Icon=IconBasicAttackDmg|39|39/> <color=#ff4b5a>-12%</color>\n<color=#8b93e4>—”A manager's top pick"</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon5.png			747632	Item	Survivability		
188	2			2	Cream Waffle	Knockback<Icon=IconBasicAttackKnockback|39|39/> <color=#67ef8a>+3</color>\nSignal Orb DMG Bonus<Icon=IconSignalOrbsDmg|39|39/> <color=#ff4b5a>-9%</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon81.png			747636	Item	Survivability		
189	2			2	Redchirp	Basic Attack DMG Bonus<Icon=IconBasicAttackDmg|39|39/> <color=#67ef8a>+35%</color>\nAttack Speed Bonus<Icon=IconBasicAttackSpeedRate|39|39/> <color=#67ef8a>+17.5%</color>\nSignal Orb DMG Bonus<Icon=IconSignalOrbsDmg|39|39/> <color=#ff4b5a>-9%</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon22.png			747639	Item	Damage Output		
190	2			2	Mini Surprise	CRIT Rate<Icon=IconCritRate|39|39/> <color=#67ef8a>+10%</color>\nBasic Attack DMG Bonus<Icon=IconBasicAttackDmg|39|39/> <color=#ff4b5a>-12%</color>\n<color=#8b93e4>—"Nanami is here!"</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon46.png			747643	Item	Damage Output		
191	2			2	Mango Slush	Yellow Orb drop rate<Icon=IconYellowOrbsAttackDropRate|39|39/> <color=#67ef8a>+15%</color>\nArmor<Icon=IconArmor|39|39/> <color=#67ef8a>+1</color>\nBlue Orb drop rate<Icon=IconBlueOrbsAttackDropRate|39|39/> <color=#ff4b5a>-5%</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon66.png			747646	Item	Survivability		
192	2			2	Sea Salt Lemon Drink	Blue Orb drop rate<Icon=IconBlueOrbsAttackDropRate|39|39/> <color=#67ef8a>+15%</color>\nSpeed<Icon=IconMoveSpeed|39|39/> <color=#67ef8a>+7.5%</color>\nYellow Orb drop rate<Icon=IconYellowOrbsAttackDropRate|39|39/> <color=#ff4b5a>-5%</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon56.png			747650	Item	Survivability		
193	2			2	Chrome Coffee	Speed<Icon=IconMoveSpeed|39|39/> <color=#67ef8a>+12.5%</color>\nMax HP<Icon=IconMaxHP|39|39/> <color=#ff4b5a>-4</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon63.png			747654	Item	Survivability		
194	2			2	Facing the Sea Breeze	Lifesteal Efficiency (Fever)<Icon=IconFeverLifestealRate|39|39/> <color=#67ef8a>+1.5%</color>\nRed Orb drop rate<Icon=IconRedOrbsAttackDropRate|39|39/> <color=#ff4b5a>-2%</color>\nYellow Orb drop rate<Icon=IconYellowOrbsAttackDropRate|39|39/> <color=#ff4b5a>-2%</color>\nBlue Orb drop rate<Icon=IconBlueOrbsAttackDropRate|39|39/> <color=#ff4b5a>-2%</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon39.png			747657	Item	Survivability		
195	2			2	Ring Doughnut	Speed<Icon=IconMoveSpeed|39|39/> <color=#67ef8a>+7.5%</color>\nLuck<Icon=IconLuck|39|39/> <color=#67ef8a>+10</color>\nSprint Charge<Icon=IconDashLimitNum|39|39/> <color=#ff4b5a>-6%</color>\n<color=#8b93e4>—"Ring Doughnut is a lady's name"</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon141.png			747662	Item	Survivability	Luck Up	
196	2			2	Chrome Coffee Beans	Max HP<Icon=IconMaxHP|39|39/> <color=#67ef8a>+10</color>\nSignal Orb DMG Bonus<Icon=IconSignalOrbsDmg|39|39/> <color=#67ef8a>+25%</color>\nSpeed<Icon=IconMoveSpeed|39|39/> <color=#ff4b5a>-3%</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon76.png			747666	Item	Survivability	Damage Output	
197	2			2	Pure Milk	Max HP<Icon=IconMaxHP|39|39/> <color=#67ef8a>+12</color>\nArmor<Icon=IconArmor|39|39/> <color=#67ef8a>+1</color>\nDodge<Icon=IconDodgeRate|39|39/> <color=#ff4b5a>-2%</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon62.png			747670	Item	Survivability		
198	2			2	Fluffy Pillow	Armor<Icon=IconArmor|39|39/> <color=#67ef8a>+1</color>\nDodge<Icon=IconDodgeRate|39|39/> <color=#67ef8a>+3%</color>\nMax HP<Icon=IconMaxHP|39|39/> <color=#ff4b5a>-4</color>\n<color=#8b93e4>—"Backup ammo for pillow fights"</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon87.png			747674	Item	Survivability		
199	2			2	Chill Parfait	Luck<Icon=IconLuck|39|39/> <color=#67ef8a>+10</color>\nDodge<Icon=IconDodgeRate|39|39/> <color=#67ef8a>+3%</color>\nArmor<Icon=IconArmor|39|39/> <color=#ff4b5a>-1</color>\n<color=#8b93e4>—"Fun. Stick around and play a while"</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon142.png			747678	Item	Survivability	Luck Up	
200	2			2	Little Kamui	Signal Orb DMG Bonus<Icon=IconSignalOrbsDmg|39|39/> <color=#67ef8a>+40%</color>\nAttack Speed Bonus<Icon=IconBasicAttackSpeedRate|39|39/> <color=#ff4b5a>-6%</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon85.png			747682	Item	Damage Output		
201	2			3	Inverse - Shadow	Basic Attack DMG Bonus<Icon=IconBasicAttackDmg|39|39/> <color=#67ef8a>+66.66%</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon9.png			791000	Item	Damage Output		
202	2			3	Thanatos	Signal Orb DMG Bonus<Icon=IconSignalOrbsDmg|39|39/> <color=#67ef8a>+50%</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon12.png			791001	Item	Damage Output		
203	2			3	Renewed Dawn	CRIT Rate<Icon=IconCritRate|39|39/> <color=#67ef8a>+11%</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon11.png			791002	Item	Damage Output		13
204	2			3	Scale	CRIT DMG<Icon=IconCritDmg|39|39/> <color=#67ef8a>+25%</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon10.png			791003	Item	Damage Output		13
205	2			3	Guardian Mount	Range<Icon=IconBasicAttackRange|39|39/> <color=#67ef8a>+3</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon14.png			791004	Item	Damage Output		
206	2			3	Peach Macaron	Red Orb drop rate<Icon=IconRedOrbsAttackDropRate|39|39/> <color=#67ef8a>+25%</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon17.png			791005	Item	Damage Output		
207	2			3	Mango Macaron	Yellow Orb drop rate<Icon=IconYellowOrbsAttackDropRate|39|39/> <color=#67ef8a>+25%</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon16.png			791006	Item	Survivability		
208	2			3	Blueberry Macaron	Blue Orb drop rate<Icon=IconBlueOrbsAttackDropRate|39|39/> <color=#67ef8a>+25%</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon18.png			791007	Item	Survivability		
209	2			3	Fixer Stamp	Chain Duration<Icon=IconComboBoostWindow|39|39/> <color=#67ef8a>+4</color>s	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon44.png			791008	Item			
210	2			3	Pointy Stamp	Lifesteal Efficiency (Fever)<Icon=IconLifestealRate|39|39/> <color=#67ef8a>+2%</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon45.png			791009	Item	Survivability		
211	2			3	Double Random	Dodge<Icon=IconDodgeRate|39|39/> <color=#67ef8a>+8%</color>\n<color=#8b93e4>—"Even after the roll, you still don't know what you got"</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon34.png			791010	Item	Survivability		
212	2			3	Time to go.	Speed<Icon=IconMoveSpeed|39|39/> <color=#67ef8a>+16.5%</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon50.png			791011	Item	Survivability		
213	2			3	Chrome Coffee Cup	Max HP<Icon=IconMaxHP|39|39/> <color=#67ef8a>+20</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon65.png			791012	Item	Survivability		
214	2			3	Butter Toast	Armor<Icon=IconArmor|39|39/> <color=#67ef8a>+2</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon19.png			791013	Item	Survivability		
215	2			3	Health Supplement	Luck<Icon=IconLuck|39|39/> <color=#67ef8a>+20</color>\n<color=#8b93e4>—"A stand-in bass, saving the show like a pro"</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon144.png			791014	Item	Luck Up		
216	2			3	Mini Hourglass	Sprint Charge<Icon=IconDashLimitNum|39|39/> <color=#67ef8a>+35%</color>\n<color=#8b93e4>—"A certain cafe's hourglass timer"</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon36.png			791015	Item	Survivability		
217	2			3	Wooden Dummy	Attack Speed Bonus<Icon=IconBasicAttackSpeedRate|39|39/> <color=#67ef8a>+30%</color>\n<color=#8b93e4>—"So why is this even on the street stage?"</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon25.png			791016	Item	Damage Output		
218	2			3	Gravity Hammer	Knockback<Icon=IconBasicAttackKnockback|39|39/> <color=#67ef8a>+3</color>\n<color=#8b93e4>—"Great for pounding mochi"</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon54.png			791017	Item	Survivability		
219	2			3	Deluxe Ice Shark	Basic Attack DMG Bonus<Icon=IconBasicAttackDmg|39|39/> <color=#67ef8a>+45%</color>\nSignal Orb DMG Bonus<Icon=IconSignalOrbsDmg|39|39/> <color=#67ef8a>+30%</color>\n<color=#8b93e4>—"A certain cafe's pride and joy"</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon91.png			791018	Item	Damage Output		
220	2			3	Serum Cup	Max HP<Icon=IconMaxHP|39|39/> <color=#67ef8a>+12</color>\nArmor<Icon=IconArmor|39|39/> <color=#67ef8a>+1</color>\n<color=#8b93e4>—"Officially Commandant-approved merch"</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon82.png			791021	Item	Survivability		
221	2			3	Watering Can	Dodge<Icon=IconDodgeRate|39|39/> <color=#67ef8a>+6%</color>\nSpeed<Icon=IconMoveSpeed|39|39/> <color=#67ef8a>+10%</color>\n<color=#8b93e4>—"So why are you growing vegetables in a watering can?"</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon80.png			791024	Item	Survivability		
222	2			3	Chromey	Sprint Charge<Icon=IconDashInitialNum|39|39/> Limit <color=#67ef8a>+2</color>\n<color=#8b93e4>—"One more bottle"</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon53.png			791027	Item	Survivability		
223	2			3	Mysterious Cards	Penetration<Icon=IconPierceNum|39|39/> <color=#67ef8a>+2</color>\n<color=#8b93e4>—"It's really just a badge holder"</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon49.png			791028	Item	Damage Output		
224	2			4	Small Round Thing	Luck<Icon=IconLuck|39|39/> <color=#67ef8a>+40</color>\nFor every 1 Luck<Icon=IconLuck|39|39/>, gain <color=#67ef8a>+1%</color> CRIT<Icon=IconCritRate|39|39/> \n<color=#ff4b5a>-6</color> Max HP<Icon=IconMaxHP|39|39/> (Does not stack)\n<color=#8b93e4>—"The lead vocalist is putting in way too much effort"</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon143.png			791029	Item	Damage Output		22
225	2			4	Whatever You Want	Dodge<Icon=IconDodgeRate|39|39/> chance <color=#67ef8a>+15%</color>\nFor every 1% dodge<Icon=IconDodgeRate|39|39/> chance, gains <color=#67ef8a>+5%</color> Basic Attack DMG Bonus<Icon=IconBasicAttackDmg|39|39/> (Does not stack)\n<color=#8b93e4>—"I want one too"</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon6.png			791033	Item	Survivability	Damage Output	21
226	2			4	Work with Soul	Sprint Charge<Icon=IconDashLimitNum|39|39/> <color=#ff4b5a>-50%</color>\nFor every 2.5% Sprint Charge<Icon=IconDashLimitNum|39|39/> below 50%, gains <color=#67ef8a>+1</color> Armor<Icon=IconArmor|39|39/> (Does not stack)\n<color=#8b93e4>—"Put it on and you're one of us"</color>	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon7.png			791036	Item	Survivability		
